point,RSSI,Filtered RSSI,average rssi,average filtered rssi,Unnamed: 5
29.0,-82.0,-82.00773993808049,,,
29.0,-88.0,-85.71116038433111,,,
29.0,-82.0,-83.41753712382135,,,
29.0,-85.0,-84.39555296756383,,,
29.0,-87.0,-86.00518975558722,,,
29.0,-86.0,-86.00198231024099,,,
29.0,-86.0,-86.0007571751358,,,
29.0,-88.0,-87.23635719266642,,,
29.0,-85.0,-85.85421243661324,,,
29.0,-86.0,-85.94431410592328,,,
29.0,-86.0,-85.97872988115662,,,
29.0,-87.0,-86.60990952629648,,,
29.0,-87.0,-86.8509986977328,,,
29.0,-87.0,-86.94308656690193,,,
29.0,-82.0,-83.8880910592235,,,
29.0,-83.0,-83.33922059951848,,,
29.0,-83.0,-83.12957073933194,,,
29.0,-83.0,-83.04949161847735,,,
29.0,-84.0,-83.63693810485,,,
29.0,-88.0,-86.33345865107223,,,
29.0,-91.0,-89.21753981461637,,,
29.0,-84.0,-85.99292287152763,,,
29.0,-91.0,-89.08746672121578,,,
29.0,-88.0,-88.41537532587002,,,
29.0,-83.0,-85.06848931264481,,,
29.0,-84.0,-84.40812660081431,,,
29.0,-86.0,-85.3919584672979,,,
29.0,-82.0,-83.29561284607979,,,
29.0,-82.0,-82.49488007094149,,,
29.0,-74.0,-77.24475545674554,,,
29.0,-83.0,-80.80169219804417,,,
29.0,-74.0,-76.59801523863788,,,
29.0,-82.0,-79.93662542786866,,,
29.0,-84.0,-82.44792902246789,,,
29.0,-74.0,-77.22682175203606,,,
29.0,-84.0,-81.41287612113923,,,
29.0,-84.0,-83.01180661138166,,,
29.0,-83.0,-83.00450972425583,,,
29.0,-83.0,-83.00172256138583,,,
29.0,-85.0,-84.23672593740147,,,
29.0,-83.0,-83.47238727331879,,,
29.0,-88.0,-86.27060582630436,,,
29.0,-89.0,-87.9574641943442,,,
29.0,-86.0,-86.74768479047856,,,
29.0,-82.0,-83.81345422209189,,,
29.0,-84.0,-83.92874585329689,,,
29.0,-84.0,-83.97278333779879,,,
29.0,-85.0,-84.60763814884936,,,
29.0,-85.0,-84.85013110874928,,,
29.0,-84.0,-84.3247211886486,,,
29.0,-82.0,-82.8879644796967,,,
29.0,-74.0,-77.39490034044236,,,
29.0,-73.0,-74.6787025528805,,,
29.0,-84.0,-80.43958119444798,,,
29.0,-86.0,-83.87610900796322,,,
29.0,-84.0,-83.9526778519419,,,
29.0,-81.0,-82.12782258161278,,,
29.0,-77.0,-78.95865393789686,,,
,,,,,
,,,,,
30.0,,,,,
30.0,-73.0,-73.0,-74.27692307692308,-74.23070421266729,
30.0,-74.0,-73.66666666666667,,,
30.0,-73.0,-73.25,,,
30.0,-75.0,-74.33333333333333,,,
30.0,-72.0,-72.89090909090909,,,
30.0,-72.0,-72.34027777777777,,,
30.0,-72.0,-72.12997347480106,,,
30.0,-73.0,-72.6676798378926,,,
30.0,-74.0,-73.49109907120743,,,
30.0,-72.0,-72.56954915003695,,,
30.0,-72.0,-72.2175484162385,,,
30.0,-72.0,-72.08309610075915,,,
30.0,-72.0,-72.03173988615488,,,
30.0,-72.0,-72.01212355771197,,,
30.0,-72.0,-72.0046307869814,,,
30.0,-72.0,-72.00176880323224,,,
30.0,-72.0,-72.0006756227153,,,
30.0,-73.0,-72.61829205366357,,,
30.0,-74.0,-73.4722345270253,,,
30.0,-74.0,-73.79841152741233,,,
30.0,-74.0,-73.92300005521169,,,
30.0,-73.0,-73.35255464947284,,,
30.0,-73.0,-73.13466389320682,,,
30.0,-72.0,-72.43340304139772,,,
30.0,-73.0,-72.78357921973625,,,
30.0,-72.0,-72.29930062906112,,,
30.0,-72.0,-72.11432266744713,,,
30.0,-73.0,-72.66170136203014,,,
30.0,-73.0,-72.8707814186433,,,
30.0,-73.0,-72.95064289389978,,,
30.0,-73.0,-72.98114726305606,,,
30.0,-73.0,-72.99279889526838,,,
30.0,-73.0,-72.99724942274906,,,
30.0,-73.0,-72.99894937297883,,,
30.0,-73.0,-72.9995986961874,,,
30.0,-78.0,-76.09001665933287,,,
30.0,-75.0,-75.41634931556155,,,
30.0,-74.0,-74.54099729860187,,,
30.0,-74.0,-74.20664258024404,,,
30.0,-74.0,-74.07893044213024,,,
30.0,-78.0,-76.50228470114628,,,
30.0,-74.0,-74.95578770630901,,,
30.0,-79.0,-77.45524836153021,,,
30.0,-73.0,-74.70175344578226,,,
30.0,-74.0,-74.26804596456647,,,
30.0,-74.0,-74.10238444791715,,,
30.0,-79.0,-77.12927732293443,,,
30.0,-82.0,-80.13954948713582,,,
30.0,-74.0,-76.3450992284739,,,
30.0,-74.0,-74.89574819828587,,,
30.0,-75.0,-74.96017935513362,,,
30.0,-75.0,-74.98478986711498,,,
30.0,-75.0,-74.99419024621133,,,
30.0,-75.0,-74.997780871519,,,
30.0,-74.0,-74.38111837959576,,,
30.0,-76.0,-75.38164224476809,,,
30.0,-76.0,-75.7638083547085,,,
30.0,-75.0,-75.29174883060752,,,
30.0,-75.0,-75.11143813711404,,,
30.0,-80.0,-78.13273552448406,,,
30.0,-80.0,-79.28676843633816,,,
30.0,-75.0,-76.63739984078094,,,
30.0,-76.0,-76.24346507475455,,,
30.0,-79.0,-77.94709734973239,,,
30.0,-78.0,-77.97979298569273,,,
,,,,,
,,,,,
,,,,,
,,,,,
31.0,,,,,
31.0,-71.0,-71.0,-72.55714285714286,-72.54213308118466,
31.0,-72.0,-71.66666666666667,,,
31.0,-71.0,-71.25,,,
31.0,-73.0,-72.33333333333333,,,
31.0,-72.0,-72.12727272727273,,,
31.0,-71.0,-71.43055555555556,,,
31.0,-72.0,-71.78249336870027,,,
31.0,-67.0,-68.82674772036475,,,
31.0,-73.0,-71.40595975232199,,,
31.0,-72.0,-71.77309682187732,,,
31.0,-72.0,-71.913330698436,,,
31.0,-72.0,-71.96689527260179,,,
31.0,-73.0,-72.60538910810342,,,
31.0,-74.0,-73.46730604038248,,,
31.0,-74.0,-73.79652901302822,,,
31.0,-72.0,-72.68621302120131,,,
31.0,-72.0,-72.26211005057614,,,
31.0,-73.0,-72.71815111927702,,,
31.0,-75.0,-74.12841128475473,,,
31.0,-71.0,-72.19494677998759,,,
31.0,-72.0,-72.0744630439579,,,
31.0,-68.0,-69.55630639688657,,,
31.0,-69.0,-69.21249013545167,,,
31.0,-73.0,-71.55329996446805,,,
31.0,-73.0,-72.44740975795247,,,
31.0,-73.0,-72.78892930938937,,,
31.0,-73.0,-72.91937817021565,,,
31.0,-73.0,-72.9692052012576,,,
31.0,-73.0,-72.98823743355712,,,
31.0,-69.0,-70.52337114441417,,,
31.0,-73.0,-72.05401195468497,,,
31.0,-73.0,-72.63866471964073,,,
31.0,-73.0,-72.86198220423724,,,
31.0,-72.0,-72.32924790432106,,,
31.0,-73.0,-72.74379549747587,,,
31.0,-81.0,-77.8464104981057,,,
31.0,-72.0,-74.23313009809218,,,
31.0,-73.0,-73.47101378492071,,,
31.0,-73.0,-73.17991125666998,,,
31.0,-72.0,-72.45068599633933,,,
31.0,-73.0,-72.79018072109791,,,
31.0,-73.0,-72.91985616695439,,,
31.0,-73.0,-72.96938777976527,,,
31.0,-72.0,-72.37027318359154,,,
31.0,-73.0,-72.75946575975924,,,
31.0,-72.0,-72.29009010693626,,,
31.0,-73.0,-72.72883854979945,,,
31.0,-72.0,-72.27839155371221,,,
31.0,-72.0,-72.10633611133717,,,
31.0,-72.0,-72.0406167802993,,,
31.0,-73.0,-72.63354821831064,,,
31.0,-72.0,-72.24199388588272,,,
31.0,-73.0,-72.71046742808743,,,
31.0,-73.0,-72.88940839837957,,,
31.0,-73.0,-72.95775776705129,,,
31.0,-73.0,-72.98386490277429,,,
31.0,-72.0,-72.37580295252167,,,
31.0,-73.0,-72.76157794354062,,,
31.0,-73.0,-72.90893087810016,,,
31.0,-73.0,-72.96521469075986,,,
31.0,-73.0,-72.98671319417944,,,
31.0,-73.0,-72.99492489177847,,,
31.0,-73.0,-72.99806148115596,,,
31.0,-73.0,-72.9992595516894,,,
31.0,-73.0,-72.99971717391226,,,
31.0,-72.0,-72.3818579812975,,,
31.0,-72.0,-72.14585676998023,,,
31.0,-82.0,-78.23605221614213,,,
31.0,-69.0,-72.52785802469751,,,
31.0,-73.0,-72.81965781294996,,,
,,,,,
,,,,,
32.0,,,,,
32.0,-72.0,-72.0,-73.95588235294117,-73.94147985564669,
32.0,-72.0,-72.0,,,
32.0,-72.0,-72.0,,,
32.0,-72.0,-72.0,,,
32.0,-72.0,-72.0,,,
32.0,-81.0,-77.5625,,,
32.0,-72.0,-74.12466843501326,,,
32.0,-81.0,-78.37386018237082,,,
32.0,-80.0,-79.37886996904025,,,
32.0,-72.0,-74.81847745750184,,,
32.0,-80.0,-78.02083450962678,,,
32.0,-81.0,-79.86206004140787,,,
32.0,-72.0,-75.00303971398681,,,
32.0,-80.0,-78.09133101119848,,,
32.0,-73.0,-74.94471539829816,,,
32.0,-73.0,-73.74281518370442,,,
32.0,-73.0,-73.28373015281558,,,
32.0,-73.0,-73.10837527474234,,,
32.0,-73.0,-73.04139567141146,,,
32.0,-72.0,-72.39777775074216,,,
32.0,-73.0,-72.76997156956492,,,
32.0,-82.0,-78.47444285670164,,,
32.0,-81.0,-80.03532301179011,,,
32.0,-72.0,-75.06922027991965,,,
32.0,-73.0,-73.79037181671873,,,
32.0,-73.0,-73.30189517023655,,,
32.0,-73.0,-73.11531369399093,,,
32.0,-73.0,-73.04404591173623,,,
32.0,-72.0,-72.39879005246787,,,
32.0,-73.0,-72.77035823441727,,,
32.0,-73.0,-72.91228465078393,,,
32.0,-80.0,-77.2927336391838,,,
32.0,-72.0,-74.02164435676829,,,
32.0,-73.0,-73.39023341987097,,,
32.0,-71.0,-71.91298792534481,,,
32.0,-72.0,-71.96676434491336,,,
32.0,-72.0,-71.98730510939527,,,
32.0,-73.0,-72.61318497202235,,,
32.0,-73.0,-72.85224980667178,,,
32.0,-72.0,-72.3255304592431,,,
32.0,-72.0,-72.1243415710575,,,
32.0,-79.0,-76.37373217517867,,,
32.0,-74.0,-74.90668501072903,,,
32.0,-72.0,-73.11025487950864,,,
32.0,-81.0,-77.98638552654593,,,
32.0,-72.0,-74.28659580138012,,,
32.0,-72.0,-72.8734018775944,,,
32.0,-73.0,-72.95164382015298,,,
32.0,-73.0,-72.98152958286454,,,
32.0,-72.0,-72.37491093969075,,,
32.0,-73.0,-72.7612372249576,,,
32.0,-72.0,-72.29076674643215,,,
32.0,-73.0,-72.72909700308875,,,
32.0,-73.0,-72.8965242628341,,,
32.0,-73.0,-72.96047578541358,,,
32.0,-73.0,-72.98490309340663,,,
32.0,-73.0,-72.99423349480631,,,
32.0,-72.0,-72.37976340226241,,,
32.0,-72.0,-72.14505671198094,,,
32.0,-79.0,-76.38164465492969,,,
32.0,-73.0,-74.29167332030873,,,
32.0,-73.0,-73.49337530599651,,,
32.0,-73.0,-73.1884525976808,,,
32.0,-73.0,-73.07198248704586,,,
32.0,-72.0,-72.40946087470688,,,
32.0,-73.0,-72.77443412582465,,,
32.0,-73.0,-72.9138415027671,,,
32.0,-74.0,-73.58512437122654,,,
,,,,,
,,,,,
,,,,,
33.0,,,,,
33.0,-61.0,-61.0,-60.671875,-60.672390813858975,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-61.0,-61.0,,,
33.0,-60.0,-60.3819660112501,,,
33.0,-61.0,-60.76393202250021,,,
33.0,-61.0,-60.90983005625053,,,
33.0,-61.0,-60.96555814625137,,,
33.0,-62.0,-61.60487837125347,,,
33.0,-61.0,-61.23104297875915,,,
33.0,-61.0,-61.08825056502398,,,
33.0,-61.0,-61.03370871631277,,,
33.0,-60.0,-60.39484159516446,,,
33.0,-60.0,-60.1508160691806,,,
33.0,-61.0,-60.67564060112723,,,
33.0,-61.0,-60.87610573420108,,,
33.0,-61.0,-60.95267660147603,,,
33.0,-60.0,-60.3638900814771,,,
33.0,-61.0,-60.75702763170518,,,
33.0,-60.0,-60.28915882488854,,,
33.0,-60.0,-60.11044884296044,,,
33.0,-61.0,-60.66022169274269,,,
33.0,-60.0,-60.25218224651772,,,
33.0,-59.0,-59.47829105806057,,,
33.0,-60.0,-59.80072491641388,,,
33.0,-60.0,-59.92388369118108,,,
33.0,-60.0,-59.97092615712936,,,
33.0,-61.0,-60.60692876895688,,,
33.0,-60.0,-60.2318261609914,,,
33.0,-60.0,-60.08854971401731,,,
33.0,-61.0,-60.65185696981042,,,
33.0,-61.0,-60.86702119541396,,,
33.0,-61.0,-60.94920661643146,,,
33.0,-61.0,-60.98059865388043,,,
33.0,-61.0,-60.99258934520982,,,
33.0,-61.0,-60.99716938174905,,,
33.0,-61.0,-60.99891880003731,,,
33.0,-60.0,-60.38155302961299,,,
33.0,-61.0,-60.76377427755156,,,
33.0,-60.0,-60.2917358142918,,,
33.0,-61.0,-60.72946715407373,,,
33.0,-60.0,-60.27863165917951,,,
33.0,-60.0,-60.1064278234648,,,
33.0,-61.0,-60.65868579996477,,,
33.0,-61.0,-60.86962957642952,,,
33.0,-60.0,-60.3321689405739,,,
33.0,-61.0,-60.74491123404208,,,
33.0,-60.0,-60.28453077280245,,,
33.0,-60.0,-60.10868108436526,,,
33.0,-60.0,-60.04151248029333,,,
33.0,-61.0,-60.63389034526464,,,
33.0,-61.0,-60.86015855550058,,,
33.0,-61.0,-60.9465853212371,,,
,,,,,
,,,,,
34.0,,,,,
34.0,-74.0,-75.67272727272727,-77.9090909090909,-77.90566590911212,
34.0,-82.0,-79.58333333333333,,,
34.0,-80.0,-79.84084880636604,,,
34.0,-75.0,-76.84903748733535,,,
34.0,-79.0,-78.17840557275541,,,
34.0,-76.0,-76.8320768662232,,,
34.0,-78.0,-77.55389306080967,,,
34.0,-77.0,-77.21156832298136,,,
34.0,-76.0,-76.4627779196494,,,
34.0,-76.0,-76.17676543606105,,,
34.0,-77.0,-76.68555237728955,,,
34.0,-77.0,-76.87989169580624,,,
34.0,-77.0,-76.9541227101291,,,
34.0,-77.0,-76.98247643458105,,,
34.0,-77.0,-76.99330659361404,,,
34.0,-77.0,-76.99744334626108,,,
34.0,-78.0,-77.61705743391909,,,
34.0,-77.0,-77.2356949667463,,,
34.0,-76.0,-76.47199347756991,,,
34.0,-77.0,-76.79831945471334,,,
34.0,-77.0,-76.92296488657011,,,
34.0,-78.0,-77.58860919374688,,,
34.0,-76.0,-76.60679471717074,,,
34.0,-77.0,-76.84980894651524,,,
34.0,-77.0,-76.94263212237497,,,
34.0,-77.0,-76.97808742060968,,,
34.0,-77.0,-76.99163013945407,,,
34.0,-78.0,-77.61483698650245,,,
34.0,-76.0,-76.61681284255349,,,
34.0,-77.0,-76.85363552990789,,,
34.0,-78.0,-77.56212773592007,,,
34.0,-76.0,-76.59667970035255,,,
34.0,-75.0,-75.60987737638767,,,
34.0,-81.0,-78.94115636130985,,,
34.0,-78.0,-78.35948974129218,,,
34.0,-78.0,-78.1373128625667,,,
34.0,-78.0,-78.05244884640794,,,
34.0,-77.0,-77.40199968790722,,,
34.0,-76.0,-76.53551622856381,,,
34.0,-82.0,-79.91275293028359,,,
34.0,-77.0,-78.11257261853748,,,
34.0,-77.0,-77.42496492532885,,,
34.0,-85.0,-82.10659406744821,,,
34.0,-79.0,-80.18661334451643,,,
34.0,-81.0,-80.68931394360088,,,
34.0,-79.0,-79.64526050878641,,,
34.0,-79.0,-79.24646758275836,,,
34.0,-84.0,-82.18431218323813,,,
34.0,-77.0,-78.9802310457068,,,
34.0,-76.0,-77.13834696513236,,,
34.0,-78.0,-77.67087782719005,,,
34.0,-80.0,-79.1103544939376,,,
34.0,-76.0,-77.18804969962319,,,
34.0,-75.0,-75.83576061618206,,,
34.0,-76.0,-75.93726613767288,,,
34.0,-83.0,-80.30227571808587,,,
34.0,-82.0,-81.3515270278348,,,
34.0,-77.0,-78.66213542166909,,,
34.0,-77.0,-77.63487923717246,,,
34.0,-79.0,-78.47857026734806,,,
34.0,-77.0,-77.56476358737194,,,
34.0,-82.0,-80.30589043851724,,,
34.0,-81.0,-80.73487373942987,,,
34.0,-77.0,-78.42659482477279,,,
34.0,-79.0,-78.78097871238829,,,
34.0,-78.0,-78.29830732364219,,,
34.0,-79.0,-78.7319772472882,,,
34.0,-76.0,-77.04352245197272,,,
34.0,-74.0,-75.16252213113016,,,
34.0,-82.0,-79.38831585141692,,,
34.0,-76.0,-77.29422149062123,,,
34.0,-77.0,-77.11238260919664,,,
34.0,-78.0,-77.66096032571862,,,
34.0,-76.0,-76.63443039045941,,,
34.0,-77.0,-76.86036483440952,,,
34.0,-77.0,-76.94666411276916,,,
34.0,-79.0,-78.21569548139774,,,
34.0,-79.0,-78.70042233142406,,,
34.0,-79.0,-78.88557151287445,,,
34.0,-79.0,-78.95629220719927,,,
34.0,-79.0,-78.98330510872336,,,
34.0,-76.0,-77.13952115272112,,,
34.0,-76.0,-76.43525834944,,,
34.0,-78.0,-77.4023218730987,,,
34.0,-76.0,-76.53563929235628,,,
34.0,-77.0,-76.82262999272005,,,
34.0,-75.0,-75.6961827083041,,,
34.0,-75.0,-75.26591813219221,,,
34.0,-76.0,-75.71960567702243,,,
34.0,-79.0,-77.74700086512476,,,
34.0,-79.0,-78.52139691835187,,,
34.0,-77.0,-77.58112191243106,,,
34.0,-80.0,-79.076070785191,,,
34.0,-81.0,-80.26512443189186,,,
34.0,-77.0,-78.247166555485,,,
34.0,-77.0,-77.47637523456314,,,
34.0,-85.0,-82.12623105820357,,,
34.0,-82.0,-82.0482159737979,,,
34.0,-77.0,-78.92824691944065,,,
,,,,,
,,,,,
35.0,,,,,
35.0,-75.0,-75.0,-73.46969696969697,-73.50843098185393,
35.0,-77.0,-76.33333333333333,,,
35.0,-77.0,-76.75,,,
35.0,-76.0,-76.28571428571429,,,
35.0,-81.0,-79.2,,,
35.0,-75.0,-76.60416666666667,,,
35.0,-75.0,-75.61273209549071,,,
35.0,-75.0,-75.23404255319149,,,
35.0,-72.0,-73.23529411764706,,,
35.0,-74.0,-73.70790835181079,,,
35.0,-72.0,-72.65236293828694,,,
35.0,-73.0,-72.86721445824706,,,
35.0,-74.0,-73.56731442504922,,,
35.0,-73.0,-73.21669482805818,,,
35.0,-73.0,-73.08277005913178,,,
35.0,-71.0,-71.79554737183751,,,
35.0,-73.0,-72.53994003388108,,,
35.0,-71.0,-71.5882047523059,,,
35.0,-71.0,-71.22467422303664,,,
35.0,-75.0,-73.5579538718036,,,
35.0,-74.0,-73.83115340362427,,,
35.0,-73.0,-73.3174723503193,,,
35.0,-73.0,-73.12126364733366,,,
35.0,-74.0,-73.66435258043157,,,
35.0,-71.0,-72.01769212771137,,,
35.0,-80.0,-76.9510297014516,,,
35.0,-73.0,-74.50915905539416,,,
35.0,-72.0,-72.95841347598099,,,
35.0,-79.0,-76.69231929379806,,,
35.0,-73.0,-74.41034047291384,,,
35.0,-72.0,-72.9206681361936,,,
35.0,-72.0,-72.35166393566693,,,
35.0,-78.0,-75.84252760330658,,,
35.0,-72.0,-73.46771494175344,,,
35.0,-71.0,-71.94258323320385,,,
35.0,-72.0,-71.978068746608,,,
35.0,-77.0,-75.08179295036962,,,
35.0,-80.0,-78.12141207075054,,,
35.0,-73.0,-74.95620534063272,,,
35.0,-72.0,-73.12916996239774,,,
35.0,-71.0,-71.8132705578106,,,
35.0,-71.0,-71.31064171103407,,,
35.0,-74.0,-72.97275654154127,,,
35.0,-75.0,-74.22566190233965,,,
35.0,-71.0,-72.2320932104781,,,
35.0,-72.0,-72.08865171784456,,,
35.0,-72.0,-72.03386194305556,,,
35.0,-72.0,-72.01293411132211,,,
35.0,-71.0,-71.38690640216088,,,
35.0,-77.0,-74.85598902765989,,,
35.0,-71.0,-72.47285674831942,,,
35.0,-73.0,-72.79864919479816,,,
35.0,-77.0,-75.39522679107463,,,
35.0,-72.0,-73.29686123467627,,,
35.0,-72.0,-72.49535691295418,,,
35.0,-73.0,-72.80724349293617,,,
35.0,-72.0,-72.30833957710443,,,
35.0,-73.0,-72.73580922712702,,,
35.0,-72.0,-72.28105411552673,,,
35.0,-72.0,-72.10735311945317,,,
35.0,-73.0,-72.65903923158268,,,
35.0,-72.0,-72.25173058654497,,,
35.0,-74.0,-73.33222050555202,,,
35.0,-71.0,-71.89082896386141,,,
35.0,-71.0,-71.34026638603221,,,
35.0,-71.0,-71.12997019423521,,,
,,,,,
,,,,,
36.0,,,,,
36.0,-68.0,-68.0,-67.5,-67.51290918625152,
36.0,-67.0,-67.33333333333333,,,
36.0,-68.0,-67.75,,,
36.0,-68.0,-67.9047619047619,,,
36.0,-67.0,-67.34545454545454,,,
36.0,-68.0,-67.75,,,
36.0,-68.0,-67.90450928381964,,,
36.0,-68.0,-67.96352583586626,,,
36.0,-67.0,-67.36803405572755,,,
36.0,-68.0,-67.75861049519585,,,
36.0,-69.0,-68.52583140421207,,,
36.0,-69.0,-68.81888371290545,,,
36.0,-69.0,-68.93081973425156,,,
36.0,-69.0,-68.97357548983516,,,
36.0,-68.0,-68.37187274650258,,,
36.0,-67.0,-67.52400876092419,,,
36.0,-67.0,-67.20015353627032,,,
36.0,-67.0,-67.07645184788677,,,
36.0,-67.0,-67.02920200739001,,,
36.0,-67.0,-67.01115417428326,,,
36.0,-69.0,-68.24032849295956,,,
36.0,-70.0,-69.3278652933453,,,
36.0,-67.0,-67.88916542082666,,,
36.0,-68.0,-67.95766495788457,,,
36.0,-67.0,-67.36579546407717,,,
36.0,-67.0,-67.13972143434694,,,
36.0,-67.0,-67.05336883896365,,,
36.0,-66.0,-66.4023510937941,,,
36.0,-66.0,-66.15368444241865,,,
36.0,-66.0,-66.05870223346184,,,
36.0,-67.0,-66.64045624671678,,,
36.0,-68.0,-67.48070049543841,,,
36.0,-67.0,-67.18361125084856,,,
36.0,-68.0,-67.68816724585716,,,
36.0,-68.0,-67.88089048672292,,,
36.0,-68.0,-67.95450421431161,,,
36.0,-68.0,-67.98262215621192,,,
36.0,-69.0,-68.61139624307404,,,
36.0,-67.0,-67.6154985955104,,,
36.0,-68.0,-67.85313353220704,,,
36.0,-68.0,-67.94390200111073,,,
36.0,-67.0,-67.36053848237526,,,
36.0,-68.0,-67.75574743476494,,,
36.0,-68.0,-67.90670382191956,,,
36.0,-68.0,-67.96436403099374,,,
36.0,-68.0,-67.98638827106164,,,
36.0,-68.0,-67.99480078219119,,,
36.0,-67.0,-67.37998008676206,,,
36.0,-68.0,-67.76317346684486,,,
36.0,-68.0,-67.90954031377254,,,
36.0,-68.0,-67.96544747447275,,,
36.0,-68.0,-67.98680210964574,,,
36.0,-67.0,-67.37692486571457,,,
36.0,-67.0,-67.14397248749798,,,
36.0,-68.0,-67.67302658552926,,,
36.0,-67.0,-67.25707328033988,,,
36.0,-69.0,-68.3342612329902,,,
36.0,-67.0,-67.50964244113091,,,
36.0,-66.0,-66.57663210165265,,,
36.0,-66.0,-66.22025386382703,,,
36.0,-67.0,-66.70216347857833,,,
36.0,-66.0,-66.26820258315806,,,
36.0,-66.0,-66.10244427089586,,,
36.0,-68.0,-67.2751982070293,,,
36.0,-65.0,-65.86904838394237,,,
36.0,-66.0,-65.9499809335477,,,
36.0,-68.0,-67.21696239420055,,,
36.0,-66.0,-66.46483827155416,,,
,,,,,
,,,,,
37.0,,,,,
37.0,-72.0,-72.0,-71.20289855072464,-71.2286837749928,
37.0,-71.0,-71.33333333333333,,,
37.0,-72.0,-71.75,,,
37.0,-71.0,-71.28571428571429,,,
37.0,-71.0,-71.10909090909091,,,
37.0,-71.0,-71.04166666666667,,,
37.0,-72.0,-71.63395225464191,,,
37.0,-71.0,-71.24214792299898,,,
37.0,-70.0,-70.47445820433437,,,
37.0,-70.0,-70.18122690317813,,,
37.0,-70.0,-70.06922251707978,,,
37.0,-70.0,-70.02644064872325,,,
37.0,-71.0,-70.62813341790712,,,
37.0,-70.0,-70.2399256161681,,,
37.0,-69.0,-69.47360944185375,,,
37.0,-69.0,-69.18090270939523,,,
37.0,-70.0,-69.68713267508194,,,
37.0,-69.0,-69.26246132710067,,,
37.0,-71.0,-70.33631928371985,,,
37.0,-70.0,-70.12846253530896,,,
37.0,-70.0,-70.04906832220703,,,
37.0,-70.0,-70.01874243131216,,,
37.0,-82.0,-77.42356683672817,,,
37.0,-79.0,-78.39785611262268,,,
37.0,-79.0,-78.77000150113984,,,
37.0,-79.0,-78.91214839079687,,,
37.0,-71.0,-74.02217176125163,,,
37.0,-71.0,-72.154366892958,,,
37.0,-69.0,-70.20486094012256,,,
37.0,-70.0,-70.07824991615956,,,
37.0,-70.0,-70.02988880835612,,,
37.0,-71.0,-70.6294504976587,,,
37.0,-71.0,-70.85846268461998,,,
37.0,-70.0,-70.32790356745134,,,
37.0,-70.0,-70.12524801773407,,,
37.0,-71.0,-70.66587447450075,,,
37.0,-81.0,-77.05271529326716,,,
37.0,-80.0,-78.87423741655081,,,
37.0,-69.0,-72.77162308013646,,,
37.0,-68.0,-69.82259783510867,,,
37.0,-70.0,-69.93223840268932,,,
37.0,-69.0,-69.35608338420941,,,
37.0,-70.0,-69.7540457386888,,,
37.0,-69.0,-69.2880198431071,,,
37.0,-70.0,-69.7280477793824,,,
37.0,-70.0,-69.89612349504009,,,
37.0,-70.0,-69.96032270573787,,,
37.0,-70.0,-69.9848446221735,,,
37.0,-78.0,-74.93848307078179,,,
37.0,-78.0,-76.83060459017184,,,
37.0,-70.0,-72.6090587897346,,,
37.0,-69.0,-70.37853779028205,,,
37.0,-70.0,-70.14458856986147,,,
37.0,-69.0,-69.43719393055245,,,
37.0,-69.0,-69.16699322179588,,,
37.0,-69.0,-69.06378573483518,,,
37.0,-69.0,-69.02436398270964,,,
37.0,-69.0,-69.00930621329377,,,
37.0,-70.0,-69.62158864592156,,,
37.0,-69.0,-69.23742573572102,,,
37.0,-83.0,-77.74316440374001,,,
37.0,-69.0,-72.33959163300048,,,
37.0,-69.0,-70.27561049526142,,,
37.0,-69.0,-69.48723985278377,,,
37.0,-69.0,-69.1861090630899,,,
37.0,-69.0,-69.07108733648595,,,
37.0,-69.0,-69.02715294636793,,,
37.0,-69.0,-69.01037150261784,,,
37.0,-69.0,-69.00396156148561,,,
,,,,,
,,,,,
,,,,,
38.0,,,,,
38.0,-74.0,-74.0,-75.53968253968254,-75.52365859236383,
38.0,-74.0,-74.0,,,
38.0,-73.0,-73.375,,,
38.0,-73.0,-73.14285714285714,,,
38.0,-76.0,-74.9090909090909,,,
38.0,-76.0,-75.58333333333333,,,
38.0,-76.0,-75.84084880636604,,,
38.0,-75.0,-75.32117527862208,,,
38.0,-75.0,-75.12267801857585,,,
38.0,-74.0,-74.42882483370289,,,
38.0,-74.0,-74.16379651064311,,,
38.0,-73.0,-73.44453071083507,,,
38.0,-74.0,-73.7878296112626,,,
38.0,-75.0,-74.53699211166385,,,
38.0,-73.0,-73.58707874621412,,,
38.0,-74.0,-73.84227811573105,,,
38.0,-75.0,-74.55778958972886,,,
38.0,-76.0,-75.44912464220536,,,
38.0,-73.0,-73.93548237063752,,,
38.0,-74.0,-73.9753564584571,,,
38.0,-76.0,-75.22665498223357,,,
38.0,-74.0,-74.46854051074382,,,
38.0,-75.0,-74.7970005387478,,,
38.0,-75.0,-74.92246110549958,,,
38.0,-75.0,-74.97038277775093,,,
38.0,-74.0,-74.37065323900332,,,
38.0,-74.0,-74.14157693925902,,,
38.0,-73.0,-73.43604359002387,,,
