point,RSSI,Filtered RSSI,average rssi,average filtered rssi,Unnamed: 5
52.0,-73.0,-73.96393464844738,,,
52.0,-73.0,-73.36819027277322,,,
52.0,-75.0,-74.37670414737207,,,
52.0,-73.0,-73.52585419184318,,,
52.0,-75.0,-74.43692640565727,,,
52.0,-77.0,-76.02099300262844,,,
52.0,-73.0,-74.15391664722847,,,
52.0,-74.0,-74.05879092780685,,,
52.0,-74.0,-74.02245613619208,,,
52.0,-74.0,-74.00857748076938,,,
52.0,-73.0,-73.38524231736616,,,
52.0,-74.0,-73.765183460079,,,
52.0,-76.0,-75.14637604037061,,,
52.0,-75.0,-75.05591067228295,,,
52.0,-74.0,-74.40332198772833,,,
52.0,-74.0,-74.15405529090205,,,
52.0,-74.0,-74.05884388497783,,,
52.0,-74.0,-74.02247636403145,,,
52.0,-73.0,-73.3905512183666,,,
52.0,-72.0,-72.53114330231847,,,
52.0,-73.0,-72.82091267733868,,,
52.0,-75.0,-74.16766270719738,,,
52.0,-75.0,-74.68207544425347,,,
,,,,,
,,,,,
53.0,,,,,
53.0,-76.0,-76.0,-75.3012048192771,-75.32226701314116,
53.0,-75.0,-75.33333333333333,,,
53.0,-76.0,-75.75,,,
53.0,-76.0,-75.9047619047619,,,
53.0,-75.0,-75.34545454545454,,,
53.0,-76.0,-75.75,,,
53.0,-72.0,-73.43236074270557,,,
53.0,-75.0,-74.40121580547113,,,
53.0,-72.0,-72.91718266253869,,,
53.0,-73.0,-72.96836659275684,,,
53.0,-76.0,-74.84201908418497,,,
53.0,-76.0,-75.55769064872325,,,
53.0,-76.0,-75.83105286136762,,,
53.0,-72.0,-73.46333198032794,,,
53.0,-73.0,-73.17697706841018,,,
53.0,-80.0,-77.39383714615329,,,
53.0,-81.0,-79.62256835879792,,,
53.0,-76.0,-77.38369798649087,,,
53.0,-77.0,-77.14655958942461,,,
53.0,-78.0,-77.67401477053286,,,
53.0,-80.0,-79.11155269967378,,,
53.0,-80.0,-79.66064332848848,,,
53.0,-74.0,-76.16217335329226,,,
53.0,-74.0,-74.8258767313883,,,
53.0,-73.0,-73.69742285212277,,,
53.0,-74.0,-73.8844258137299,,,
53.0,-74.0,-73.95585458906693,,,
53.0,-75.0,-74.60117194222079,,,
53.0,-76.0,-75.46569522634535,,,
53.0,-77.0,-76.41394772556514,,,
53.0,-75.0,-75.54007997285028,,,
53.0,-74.0,-74.58825820423579,,,
53.0,-75.0,-74.84272862860699,,,
53.0,-75.0,-74.93992768158517,,,
53.0,-75.0,-74.97705441614855,,,
53.0,-75.0,-74.99123556686045,,,
53.0,-81.0,-78.70485621693219,,,
53.0,-76.0,-77.03316314018663,,,
53.0,-76.0,-76.39463320362772,,,
53.0,-84.0,-81.09500838069569,,,
53.0,-75.0,-77.3280860397103,,,
53.0,-75.0,-75.8892497384352,,,
53.0,-76.0,-75.95769716434519,,,
53.0,-76.0,-75.98384175460036,,,
53.0,-74.0,-74.75776012195611,,,
53.0,-75.0,-74.90747260001787,,,
53.0,-73.0,-73.7285897005977,,,
53.0,-74.0,-73.8963304905251,,,
53.0,-74.0,-73.96040177097761,,,
53.0,-73.0,-73.36684083365786,,,
53.0,-75.0,-74.37618870749574,,,
53.0,-74.0,-74.14369130007948,,,
53.0,-72.0,-72.81881721524292,,,
53.0,-73.0,-72.93079433439915,,,
53.0,-76.0,-74.82766775420421,,,
53.0,-78.0,-76.78827690571329,,,
53.0,-74.0,-75.0650270079361,,,
53.0,-74.0,-74.40680411809498,,,
53.0,-77.0,-76.00948731259854,,,
53.0,-81.0,-79.09379377470022,,,
53.0,-76.0,-77.18172406775265,,,
53.0,-75.0,-75.83334443980783,,,
53.0,-75.0,-75.31830925167085,,,
53.0,-74.0,-74.50354932645483,,,
53.0,-74.0,-74.19233872769362,,,
53.0,-73.0,-73.45543286787616,,,
53.0,-74.0,-73.79199386468474,,,
53.0,-73.0,-73.30251473742818,,,
53.0,-74.0,-73.73358433634971,,,
53.0,-85.0,-80.69661214786979,,,
53.0,-73.0,-75.93984424226093,,,
53.0,-73.0,-74.122920578913,,,
53.0,-74.0,-74.04695148322796,,,
53.0,-75.0,-74.63596785952075,,,
53.0,-74.0,-74.24291810658441,,,
53.0,-75.0,-74.71082044898237,,,
53.0,-73.0,-73.65347526286291,,,
53.0,-74.0,-73.86763932835626,,,
53.0,-81.0,-78.27568064345512,,,
53.0,-74.0,-75.63316468075983,,,
53.0,-72.0,-73.3877454213246,,,
53.0,-73.0,-73.14810557196385,,,
53.0,-73.0,-73.05657129456695,,,
,,,,,
,,,,,
54.0,,,,,
54.0,-80.0,-80.0,-76.67391304347827,-76.68975004762945,
54.0,-79.0,-79.33333333333333,,,
54.0,-79.0,-79.125,,,
54.0,-76.0,-77.19047619047619,,,
54.0,-76.0,-76.45454545454545,,,
54.0,-77.0,-76.79166666666667,,,
54.0,-78.0,-77.53846153846155,,,
54.0,-79.0,-78.44174265450862,,,
54.0,-77.0,-77.55069659442725,,,
54.0,-77.0,-77.21034737620104,,,
54.0,-77.0,-77.08034554796454,,,
54.0,-76.0,-76.4126552795031,,,
54.0,-78.0,-77.39368826868106,,,
54.0,-77.0,-77.15037553766233,,,
54.0,-79.0,-78.29350632181145,,,
54.0,-80.0,-79.34817741651896,,,
54.0,-82.0,-80.98709390524483,,,
54.0,-76.0,-77.90490036671606,,,
54.0,-74.0,-75.49153921740361,,,
54.0,-76.0,-75.80578526299455,,,
54.0,-74.0,-74.68974859408024,,,
54.0,-78.0,-76.73559647424578,,,
54.0,-75.0,-75.6629388624074,,,
54.0,-74.0,-74.63518612422654,,,
54.0,-78.0,-76.71475546527181,,,
54.0,-78.0,-77.50908027158887,,,
54.0,-78.0,-77.81248534949482,,,
54.0,-77.0,-77.31034178814568,,,
54.0,-78.0,-77.73657400369213,,,
54.0,-77.0,-77.2813462341808,,,
54.0,-75.0,-75.8713967213505,,,
54.0,-79.0,-77.80497988487025,,,
54.0,-79.0,-78.54354293326024,,,
54.0,-80.0,-79.44368290366039,,,
54.0,-76.0,-77.31536982272134,,,
54.0,-76.0,-76.50242656450362,,,
54.0,-77.0,-76.80994385953943,,,
54.0,-77.0,-76.92740501411468,,,
54.0,-76.0,-76.35423719405473,,,
54.0,-77.0,-76.75334055679942,,,
54.0,-75.0,-75.66971649884371,,,
54.0,-77.0,-76.49187691723151,,,
54.0,-76.0,-76.18788026410091,,,
54.0,-79.0,-77.92586584132093,,,
54.0,-77.0,-77.35364928236207,,,
54.0,-75.0,-75.89901402826551,,,
54.0,-76.0,-75.96142679118437,,,
54.0,-75.0,-75.36723235653768,,,
54.0,-76.0,-75.75830426717857,,,
54.0,-76.0,-75.90768044499802,,,
54.0,-76.0,-75.9647370678155,,,
54.0,-74.0,-74.75046278094871,,,
54.0,-75.0,-74.90468526378054,,,
54.0,-76.0,-75.58162699914278,,,
54.0,-76.0,-75.84019573364783,,,
54.0,-76.0,-75.93896020180071,,,
54.0,-75.0,-75.35865088300442,,,
54.0,-75.0,-75.13699244721252,,,
54.0,-77.0,-76.28839443613295,,,
54.0,-75.0,-75.49212288368653,,,
54.0,-77.0,-76.42404219242644,,,
54.0,-76.0,-76.16196970484287,,,
54.0,-74.0,-74.8257989446024,,,
54.0,-76.0,-75.55149510646412,,,
54.0,-76.0,-75.82868637478994,,,
54.0,-76.0,-75.93456401790571,,,
54.0,-76.0,-75.97500567892722,,,
54.0,-76.0,-75.99045301887593,,,
54.0,-75.0,-75.37831938895066,,,
54.0,-77.0,-76.38057312547585,,,
54.0,-77.0,-76.76339998747689,,,
54.0,-76.0,-76.29159284820493,,,
54.0,-78.0,-77.34744653463768,,,
54.0,-77.0,-77.13271276695822,,,
54.0,-75.0,-75.81462378873721,,,
54.0,-76.0,-75.92919258800329,,,
54.0,-77.0,-76.59098796402257,,,
54.0,-77.0,-76.84377130406442,,,
54.0,-76.0,-76.32229195942078,,,
54.0,-77.0,-76.74113856294782,,,
54.0,-78.0,-77.51915771817261,,,
54.0,-76.0,-76.5802666140702,,,
54.0,-76.0,-76.221642124038,,,
54.0,-76.0,-76.0846597580438,,,
54.0,-76.0,-76.03233715009338,,,
54.0,-77.0,-76.63038568098627,,,
54.0,-76.0,-76.24078590411551,,,
54.0,-78.0,-77.32804000886004,,,
54.0,-76.0,-76.50726614496483,,,
54.0,-76.0,-76.19375842603444,,,
54.0,-77.0,-76.69204312188836,,,
54.0,-78.0,-77.50040492838056,,,
,,,,,
,,,,,
,,,,,
,,,,,
55.0,,,,,
55.0,-81.0,-81.0,-78.78125,-78.79586408582595,
55.0,-80.0,-80.33333333333333,,,
55.0,-81.0,-80.75,,,
55.0,-75.0,-77.19047619047619,,,
55.0,-81.0,-79.54545454545455,,,
55.0,-79.0,-79.20833333333333,,,
55.0,-79.0,-79.07957559681698,,,
55.0,-80.0,-79.6484295845998,,,
55.0,-78.0,-78.62964396284829,,,
55.0,-83.0,-81.33067257945306,,,
55.0,-82.0,-81.74433967590763,,,
55.0,-81.0,-81.2843124568668,,,
55.0,-79.0,-79.87252971752902,,,
55.0,-78.0,-78.71524270714356,,,
55.0,-81.0,-80.12730037017451,,,
55.0,-81.0,-80.6666584033762,,,
55.0,-76.0,-77.78250489620433,,,
55.0,-76.0,-76.68085628523694,,,
55.0,-72.0,-73.78792800450694,,,
55.0,-82.0,-78.86326761578283,,,
55.0,-80.0,-79.56580686534174,,,
55.0,-81.0,-80.4521869689923,,,
55.0,-81.0,-80.79075404163515,,,
55.0,-81.0,-80.92007515591317,,,
55.0,-81.0,-80.96947142610436,,,
55.0,-79.0,-79.75227114490013,,,
55.0,-80.0,-79.90537599734596,,,
55.0,-83.0,-81.8179588133874,,,
55.0,-80.0,-80.69439847656656,,,
55.0,-76.0,-77.7931006613127,,,
55.0,-77.0,-77.30293749612143,,,
55.0,-80.0,-78.96981379330128,,,
55.0,-78.0,-78.37043590628262,,,
55.0,-78.0,-78.1414939255466,,,
55.0,-77.0,-77.43601188160726,,,
55.0,-79.0,-78.40260969677497,,,
55.0,-76.0,-76.91771524246796,,,
55.0,-75.0,-75.73250204187902,,,
55.0,-78.0,-77.13389284941877,,,
55.0,-76.0,-76.4331085288775,,,
55.0,-80.0,-78.63756869221332,,,
55.0,-80.0,-79.47959754776245,,,
55.0,-78.0,-78.56515597357426,,,
55.0,-75.0,-76.36176840671065,,,
55.0,-75.0,-75.52014924655768,,,
55.0,-78.0,-77.05278129921207,,,
55.0,-80.0,-78.87426262857832,,,
55.0,-80.0,-79.57000658652288,,,
55.0,-73.0,-75.50951920974106,,,
55.0,-81.0,-78.90282295269947,,,
55.0,-76.0,-77.10877970460787,,,
55.0,-81.0,-79.51368610487361,,,
55.0,-78.0,-78.57817664376329,,,
55.0,-81.0,-80.07494579266591,,,
55.0,-77.0,-78.17452477923489,,,
55.0,-73.0,-74.97649259003919,,,
55.0,-80.0,-78.08119091213192,,,
55.0,-76.0,-76.79494419135699,,,
55.0,-84.0,-81.24791357193823,,,
55.0,-82.0,-81.7127285469579,,,
55.0,-74.0,-76.94600015893633,,,
55.0,-79.0,-78.21544187360055,,,
55.0,-81.0,-79.93639343936513,,,
55.0,-79.0,-79.35767046699506,,,
,,,,,
,,,,,
,,,,,
,,,,,
56.0,,,,,
56.0,-76.0,-76.0,-71.43939393939394,-71.44181609186509,
56.0,-72.0,-73.33333333333333,,,
56.0,-74.0,-73.75,,,
56.0,-75.0,-74.52380952380952,,,
56.0,-73.0,-73.58181818181818,,,
56.0,-72.0,-72.60416666666667,,,
56.0,-71.0,-71.61273209549071,,,
56.0,-70.0,-70.6160081053698,,,
56.0,-73.0,-72.08939628482972,,,
56.0,-72.0,-72.03414634146341,,,
56.0,-70.0,-70.77697476144769,,,
56.0,-72.0,-71.53284592822637,,,
56.0,-68.0,-69.34942706745859,,,
56.0,-72.0,-70.9875712294414,,,
56.0,-70.0,-70.37721864333446,,,
56.0,-73.0,-71.99818666681357,,,
56.0,-72.0,-71.99930736835572,,,
56.0,-71.0,-71.38170144950367,,,
56.0,-71.0,-71.1457969801553,,,
56.0,-72.0,-71.67372347971212,,,
56.0,-69.0,-70.02127149273139,,,
56.0,-70.0,-70.00812498723194,,,
56.0,-70.0,-70.00310346896444,,,
56.0,-73.0,-71.85528738591107,,,
56.0,-66.0,-68.23652076751951,,,
56.0,-72.0,-70.56247884914681,,,
56.0,-71.0,-70.83288179117105,,,
56.0,-73.0,-72.17223450186613,,,
56.0,-70.0,-70.82971974817767,,,
56.0,-67.0,-68.46282277641718,,,
56.0,-67.0,-67.55874858107387,,,
56.0,-70.0,-69.06752493305413,,,
56.0,-75.0,-72.73399616183798,,,
56.0,-71.0,-71.66232759746025,,,
56.0,-67.0,-68.78085067554318,,,
56.0,-70.0,-69.53432639541897,,,
56.0,-70.0,-69.82212851071372,,,
56.0,-70.0,-69.9320591367222,,,
56.0,-67.0,-68.11994693320321,,,
56.0,-95.0,-84.73273334788448,,,
56.0,-71.0,-76.24543738045274,,,
56.0,-70.0,-72.38554480472384,,,
56.0,-71.0,-71.52923102246866,,,
56.0,-72.0,-71.82018225143207,,,
56.0,-68.0,-69.45917977682795,,,
56.0,-69.0,-69.17539106780168,,,
56.0,-69.0,-69.0669934265771,,,
56.0,-71.0,-70.26165718942943,,,
56.0,-71.0,-70.71797814171117,,,
56.0,-65.0,-67.1840733032047,,,
56.0,-70.0,-68.92441171165241,,,
56.0,-70.0,-69.58916183175255,,,
56.0,-70.0,-69.84307378360522,,,
56.0,-71.0,-70.55809350781301,,,
56.0,-70.0,-70.21317275108392,,,
56.0,-70.0,-70.08142474543874,,,
56.0,-73.0,-71.88520345148197,,,
56.0,-73.0,-72.57418560900719,,,
56.0,-70.0,-70.98325140928989,,,
56.0,-72.0,-71.61163659636229,,,
56.0,-74.0,-73.08772635729677,,,
56.0,-81.0,-77.9777803967773,,,
56.0,-64.0,-69.33903702428694,,,
56.0,-76.0,-73.45573854108225,,,
56.0,-77.0,-75.64621258770971,,,
56.0,-75.0,-75.24683124454708,,,
,,,,,
,,,,,
,,,,,
57.0,,,,,
57.0,-67.0,-67.0,-68.82089552238806,-68.81896204940581,
57.0,-68.0,-67.66666666666667,,,
57.0,-67.0,-67.25,,,
57.0,-67.0,-67.0952380952381,,,
57.0,-66.0,-66.41818181818182,,,
57.0,-68.0,-67.39583333333333,,,
57.0,-67.0,-67.15119363395225,,,
57.0,-68.0,-67.6757852077001,,,
57.0,-68.0,-67.87616099071208,,,
57.0,-68.0,-67.95269770879527,,,
57.0,-68.0,-67.98193213257298,,,
57.0,-68.0,-67.99309868875086,,,
57.0,-67.0,-67.37932994488973,,,
57.0,-69.0,-68.38095912350423,,,
57.0,-66.0,-66.90944545935292,,,
57.0,-69.0,-68.20147922080844,,,
57.0,-69.0,-68.69499220307188,,,
57.0,-69.0,-68.88349738840718,,,
57.0,-69.0,-68.95549996214967,,,
57.0,-69.0,-68.98300249804183,,,
57.0,-70.0,-69.61154152072571,,,
57.0,-70.0,-69.85162206413531,,,
57.0,-69.0,-69.32529068293034,,,
57.0,-67.0,-67.88818200715593,,,
57.0,-69.0,-68.57532331603726,,,
57.0,-66.0,-66.98368597470615,,,
57.0,-68.0,-67.61180258558097,,,
57.0,-69.0,-68.46975577078666,,,
57.0,-69.0,-68.797464726779,,,
57.0,-69.0,-68.92263840955033,,,
57.0,-69.0,-68.97045050187198,,,
57.0,-68.0,-68.37067910731571,,,
57.0,-68.0,-68.14158682007513,,,
57.0,-68.0,-68.05408135290969,,,
57.0,-69.0,-68.63869122740383,,,
57.0,-69.0,-68.86199232930177,,,
57.0,-69.0,-68.94728576050147,,,
57.0,-68.0,-68.36183096345277,,,
57.0,-69.0,-68.75624111860674,,,
57.0,-66.0,-67.05279042611774,,,
57.0,-69.0,-68.25623212599618,,,
57.0,-68.0,-68.0978719631209,,,
57.0,-82.0,-76.68985960586504,,,
57.0,-70.0,-72.55529898947547,,,
57.0,-67.0,-69.12193539631168,,,
57.0,-70.0,-69.66460916570927,,,
57.0,-70.0,-69.87189210081613,,,
57.0,-70.0,-69.9510671367391,,,
57.0,-69.0,-69.3632753206513,,,
57.0,-69.0,-69.13875882521478,,,
57.0,-70.0,-69.67103514374294,,,
57.0,-67.0,-68.02024463976434,,,
57.0,-67.0,-67.38969877555009,,,
57.0,-68.0,-67.7668856756358,,,
57.0,-72.0,-70.38309420635693,,,
57.0,-72.0,-71.38239694343497,,,
57.0,-71.0,-71.14606263519809,,,
57.0,-71.0,-71.05579096215929,,,
57.0,-69.0,-69.78524227378,,,
57.0,-71.0,-70.5360038366805,,,
57.0,-71.0,-70.8227692362615,,,
57.0,-69.0,-69.6962358946042,,,
57.0,-71.0,-70.50200642505091,,,
57.0,-69.0,-69.57371540304872,,,
57.0,-69.0,-69.21913978409526,,,
57.0,-67.0,-67.84763597173729,,,
57.0,-67.0,-67.3237681311166,,,
,,,,,
,,,,,
,,,,,
,,,,,
58.0,,,,,
58.0,-72.0,-73.0,-73.10526315789474,-73.09157594050409,
58.0,-79.0,-76.71428571428571,,,
58.0,-76.0,-76.27272727272727,,,
58.0,-71.0,-73.01388888888889,,,
58.0,-71.0,-71.76923076923077,,,
58.0,-70.0,-70.6757852077001,,,
58.0,-72.0,-71.49419504643963,,,
58.0,-73.0,-72.42483370288248,,,
58.0,-75.0,-74.01637400485573,,,
58.0,-71.0,-72.15215234644582,,,
58.0,-72.0,-72.05811702486963,,,
58.0,-70.0,-70.78613075066627,,,
58.0,-70.0,-70.30027522715254,,,
58.0,-71.0,-70.73272891954264,,,
58.0,-81.0,-77.07825141897429,,,
58.0,-81.0,-79.50202533737986,,,
58.0,-71.0,-74.24748470566631,,,
58.0,-69.0,-71.0043608021193,,,
58.0,-69.0,-69.76559770069157,,,
58.0,-72.0,-71.1465342662051,,,
58.0,-71.0,-71.05597110917383,,,
58.0,-70.0,-70.40334507256648,,,
58.0,-72.0,-71.39013208602539,,,
58.0,-72.0,-71.7670511855097,,,
58.0,-69.0,-70.05691950425401,,,
58.0,-71.0,-70.63977530475213,,,
58.0,-70.0,-70.24437242125249,,,
58.0,-71.0,-70.71137594775524,,,
58.0,-84.0,-78.92419727576186,,,
58.0,-71.0,-74.0267740257817,,,
58.0,-70.0,-71.53809081283336,,,
58.0,-70.0,-70.58749841271839,,,
58.0,-72.0,-71.4604724028216,,,
58.0,-71.0,-71.17588480699652,,,
58.0,-77.0,-74.77538595066733,,,
58.0,-70.0,-71.82403512375619,,,
58.0,-75.0,-73.78688936435071,,,
58.0,-69.0,-70.82842903679659,,,
58.0,-71.0,-70.93446572353885,,,
58.0,-72.0,-71.59300212256987,,,
58.0,-74.0,-73.08060862167055,,,
58.0,-84.0,-79.82916362994071,,,
58.0,-75.0,-76.84457636940253,,,
58.0,-73.0,-74.4684975007671,,,
58.0,-71.0,-72.32484815539897,,,
58.0,-74.0,-73.36014893167949,,,
58.0,-86.0,-81.17200650463823,,,
58.0,-71.0,-74.88536075098679,,,
58.0,-71.0,-72.48407574832214,,,
58.0,-72.0,-72.18490048272952,,,
58.0,-73.0,-72.68865968861631,,,
58.0,-72.0,-72.26304459436952,,,
58.0,-74.0,-73.33654207199201,,,
58.0,-73.0,-73.12854763285664,,,
58.0,-71.0,-71.8130328490781,,,
58.0,-86.0,-80.58106074562609,,,
58.0,-73.0,-75.89570753405155,,,
,,,,,
,,,,,
,,,,,
59.0,,,,,
59.0,-76.0,-76.0,-72.42647058823529,-72.43743402118565,
59.0,-68.0,-70.66666666666667,,,
59.0,-79.0,-75.875,,,
59.0,-79.0,-77.80952380952381,,,
59.0,-80.0,-79.16363636363636,,,
59.0,-68.0,-72.26388888888889,,,
59.0,-83.0,-78.89920424403184,,,
59.0,-75.0,-76.48936170212767,,,
59.0,-70.0,-72.47871517027863,,,
59.0,-77.0,-75.2730229120473,,,
59.0,-68.0,-70.77804754107616,,,
59.0,-78.0,-75.24145962732919,,,
59.0,-77.0,-76.32829734828202,,,
59.0,-77.0,-76.74343241738013,,,
59.0,-73.0,-74.4298639488486,,,
59.0,-74.0,-74.16419341792188,,,
59.0,-77.0,-75.91681827116686,,,
59.0,-74.0,-74.73215942932893,,,
59.0,-75.0,-74.89769400556982,,,
59.0,-65.0,-68.78058269988158,,,
59.0,-66.0,-67.06208808282481,,,
59.0,-72.0,-70.11388548109224,,,
59.0,-75.0,-73.13367032670158,,,
59.0,-75.0,-74.28712549901249,,,
59.0,-74.0,-74.10967218158599,,,
59.0,-75.0,-74.65992503449539,,,
59.0,-74.0,-74.2520689331503,,,
59.0,-66.0,-69.15200985495633,,,
59.0,-65.0,-66.5859266429688,,,
59.0,-73.0,-70.55004198394923,,,
59.0,-72.0,-71.44616532012897,,,
59.0,-72.0,-71.78845397643768,,,
59.0,-73.0,-72.53723059793397,,,
59.0,-73.0,-72.82323781736424,,,
59.0,-72.0,-72.31444886540886,,,
59.0,-72.0,-72.12010877886235,,,
59.0,-66.0,-68.3376735386788,,,
59.0,-72.0,-70.60111576967343,,,
59.0,-72.0,-71.46567377034148,,,
59.0,-72.0,-71.79590554135103,,,
59.0,-73.0,-72.5400768424615,,,
59.0,-74.0,-73.44235897478336,,,
59.0,-72.0,-72.55093210438879,,,
59.0,-71.0,-71.59240334963312,,,
59.0,-67.0,-68.75414198951098,,,
59.0,-72.0,-70.76019256264931,,,
59.0,-71.0,-70.90840170968704,,,
59.0,-66.0,-67.87484262266236,,,
59.0,-72.0,-70.4243300907994,,,
59.0,-73.0,-72.01618163848573,,,
59.0,-73.0,-72.62421482465778,,,
59.0,-73.0,-72.85646283548762,,,
59.0,-73.0,-72.94517368180506,,,
59.0,-66.0,-68.65282028867829,,,
59.0,-72.0,-70.72149111672917,,,
59.0,-72.0,-71.51165306150921,,,
59.0,-71.0,-71.19543407904858,,,
59.0,-67.0,-68.60251322063695,,,
59.0,-66.0,-66.99407159411236,,,
59.0,-71.0,-69.4698715054496,,,
59.0,-73.0,-71.65161089973624,,,
59.0,-72.0,-71.86692720500923,,,
59.0,-71.0,-71.33113672654157,,,
59.0,-76.0,-74.21665291836497,,,
59.0,-72.0,-72.84668607355377,,,
59.0,-74.0,-73.55947327979614,,,
59.0,-74.0,-73.83173376583464,,,
59.0,-74.0,-73.93572801770779,,,
,,,,,
,,,,,
,,,,,
,,,,,
60.0,,,,,
60.0,-80.0,-80.0,-70.92957746478874,-71.0029425569695,
60.0,-70.0,-73.33333333333333,,,
60.0,-70.0,-71.25,,,
60.0,-70.0,-70.47619047619048,,,
60.0,-71.0,-70.8,,,
60.0,-70.0,-70.30555555555556,,,
60.0,-81.0,-76.91511936339522,,,
60.0,-70.0,-72.64133738601824,,,
60.0,-70.0,-71.00890092879257,,,
60.0,-70.0,-70.38536585365854,,,
60.0,-70.0,-70.14719665744452,,,
60.0,-70.0,-70.05622412008282,,,
60.0,-70.0,-70.02147570288237,,,
60.0,-71.0,-70.626236977323,,,
60.0,-70.0,-70.23920124032499,,,
60.0,-69.0,-69.473332754903,,,
60.0,-71.0,-70.41686500188413,,,
60.0,-70.0,-70.15922826199944,,,
60.0,-70.0,-70.06081978411422,,,
60.0,-71.0,-70.64126507909309,,,
60.0,-70.0,-70.24494146441518,,,
60.0,-70.0,-70.09355931415243,,,
60.0,-69.0,-69.41770248929221,,,
60.0,-70.0,-69.77758214247407,,,
60.0,-70.0,-69.91504393813003,,,
60.0,-71.0,-70.5855836606659,,,
60.0,-70.0,-70.22367305511779,,,
60.0,-70.0,-70.08543550468747,,,
60.0,-71.0,-70.6506674476945,,,
60.0,-71.0,-70.86656683839605,,,
60.0,-71.0,-70.94903306749364,,,
60.0,-71.0,-70.9805323640849,,,
60.0,-71.0,-70.99256402476104,,,
60.0,-69.0,-69.76109173269843,,,
60.0,-82.0,-77.32515302708288,,,
60.0,-70.0,-72.79795948355148,,,
60.0,-71.0,-71.68675941232146,,,
60.0,-70.0,-70.644284764663,,,
60.0,-70.0,-70.24609488166753,,,
60.0,-70.0,-70.09399988033961,,,
60.0,-70.0,-70.03590475935131,,,
60.0,-70.0,-70.01371439771431,,,
60.0,-71.0,-70.62327242254153,,,
60.0,-70.0,-70.23806888116037,,,
60.0,-68.0,-68.85486624343982,,,
60.0,-71.0,-70.18063181540876,,,
60.0,-71.0,-70.68702920278645,,,
60.0,-71.0,-70.88045579295057,,,
60.0,-70.0,-70.33630418731538,,,
60.0,-72.0,-71.36452474649535,,,
60.0,-71.0,-71.13923606342078,,,
60.0,-71.0,-71.053183443767,,,
60.0,-72.0,-71.63834825663012,,,
60.0,-70.0,-70.62579334862357,,,
60.0,-71.0,-70.85706577799048,,,
60.0,-71.0,-70.9454039853479,,,
60.0,-71.0,-70.97914617805318,,,
60.0,-71.0,-70.99203454881166,,,
60.0,-70.0,-70.3789234796319,,,
60.0,-69.0,-69.5267019013341,,,
60.0,-70.0,-69.81921621312033,,,
60.0,-70.0,-69.93094673802688,,,
60.0,-71.0,-70.59165798971021,,,
60.0,-71.0,-70.84402723110377,,,
60.0,-72.0,-71.55845769235097,,,
60.0,-72.0,-71.83134584594913,,,
60.0,-72.0,-71.93557984549643,,,
60.0,-72.0,-71.97539369054016,,,
60.0,-73.0,-72.60863521487393,,,
60.0,-72.0,-72.23247796533174,,,
60.0,-69.0,-70.23469671487162,,,
,,,,,
,,,,,
,,,,,
,,,,,
61.0,,,,,
61.0,-71.0,-71.0,-70.39682539682539,-70.3840486221749,
61.0,-73.0,-72.33333333333333,,,
61.0,-71.0,-71.5,,,
61.0,-70.0,-70.57142857142857,,,
61.0,-69.0,-69.6,,,
61.0,-74.0,-72.31944444444444,,,
61.0,-71.0,-71.50397877984085,,,
61.0,-70.0,-70.57446808510639,,,
61.0,-70.0,-70.21942724458205,,,
61.0,-69.0,-69.46577974870658,,,
61.0,-70.0,-69.79594602224606,,,
61.0,-69.0,-69.30402432712215,,,
61.0,-71.0,-70.35219493710511,,,
61.0,-70.0,-70.13452649530696,,,
61.0,-69.0,-69.43335056006923,,,
61.0,-70.0,-69.78355917365259,,,
61.0,-69.0,-69.2992929721385,,,
61.0,-67.0,-67.87825176526314,,,
61.0,-69.0,-68.57153030115072,,,
61.0,-73.0,-71.30847509318859,,,
61.0,-69.0,-69.88175902341546,,,
61.0,-69.0,-69.33680197705779,,,
61.0,-74.0,-72.21881685150738,,,
61.0,-69.0,-70.22947863371489,,,
61.0,-77.0,-74.41389095963646,,,
61.0,-69.0,-71.06792233519535,,,
61.0,-69.0,-69.78987604594957,,,
61.0,-69.0,-69.30170580265336,,,
61.0,-69.0,-69.11524136201051,,,
61.0,-69.0,-69.04401828337818,,,
61.0,-69.0,-69.01681348812404,,,
61.0,-69.0,-69.00642218099394,,,
61.0,-68.0,-68.38441906610788,,,
61.0,-68.0,-68.14683501732972,,,
61.0,-68.0,-68.05608598588127,,,
61.0,-68.0,-68.0214229403141,,,
61.0,-98.0,-86.54920249755787,,,
61.0,-69.0,-75.70319887861257,,,
61.0,-69.0,-71.56039413827982,,,
61.0,-69.0,-69.97798353622689,,,
61.0,-69.0,-69.37355647040086,,,
61.0,-69.0,-69.14268587497568,,,
61.0,-69.0,-69.05450115452619,,,
61.0,-76.0,-73.34705550985215,,,
61.0,-69.0,-70.66042745378103,,,
61.0,-70.0,-70.25226084024081,,,
61.0,-69.0,-69.47832107819148,,,
61.0,-70.0,-69.80073638308355,,,
61.0,-69.0,-69.30585408230925,,,
61.0,-69.0,-69.11682586384423,,,
61.0,-69.0,-69.04462350922343,,,
61.0,-69.0,-69.01704466382606,,,
61.0,-75.0,-72.71471441475411,,,
61.0,-69.0,-70.4188946479369,,,
61.0,-70.0,-70.16000351780647,,,
61.0,-69.0,-69.44308191673262,,,
61.0,-69.0,-69.16924223239141,,,
61.0,-69.0,-69.06464478044161,,,
